agent_id,agent_name,Assassin 1.1,Assassin 1.2,Assassin 1.3,Assassin 1.4,Assassin 1.5,Assassin 1.6,Assassin Slot 2.1,Assassin Slot 2.2,Assassin Slot 2.3,Assassin Slot 2.4,Assassin Slot 2.5,Assassin Slot 2.6,Berserker 1.1,Berserker 1.2,Berserker 1.3,Berserker 1.4,Berserker 1.5,Berserker 1.6,Berserker Slot 2.1,Berserker Slot 2.2,Berserker Slot 2.3,Berserker Slot 2.4,Berserker Slot 2.5,Berserker Slot 2.6,Biosculptor 1.1,Biosculptor 1.2,Biosculptor 1.3,Biosculptor 1.4,Biosculptor 1.5,Biosculptor 1.6,Biosculptor Slot 2.1,Biosculptor Slot 2.2,Biosculptor Slot 2.3,Biosculptor Slot 2.4,Biosculptor Slot 2.5,Biosculptor Slot 2.6,Engineer 1.1,Engineer 1.2,Engineer 1.3,Engineer 1.4,Engineer 1.5,Engineer 1.6,Engineer Slot 2.1,Engineer Slot 2.2,Engineer Slot 2.3,Engineer Slot 2.4,Engineer Slot 2.5,Engineer Slot 2.6,Explorer 1.1,Explorer 1.2,Explorer 1.3,Explorer 1.4,Explorer 1.5,Explorer 1.6,Explorer Slot 2.1,Explorer Slot 2.2,Explorer Slot 2.3,Explorer Slot 2.4,Explorer Slot 2.5,Explorer Slot 2.6,Sniper 1.1,Sniper 1.2,Sniper 1.3,Sniper 1.4,Sniper 1.5,Sniper 1.6,Sniper Slot 2.1,Sniper Slot 2.2,Sniper Slot 2.3,Sniper Slot 2.4,Sniper Slot 2.5,Sniper Slot 2.6,Paladin 1.1,Paladin 1.2,Paladin 1.3,Paladin 1.4,Paladin 1.5,Paladin 1.6,Paladin Slot 2.1,Paladin Slot 2.2,Paladin Slot 2.3,Paladin Slot 2.4,Paladin Slot 2.5,Paladin Slot 2.6,Sentinel 1.1,Sentinel 1.2,Sentinel 1.3,Sentinel 1.4,Sentinel 1.5,Sentinel 1.6,Sentinel Slot 2.1,Sentinel Slot 2.2,Sentinel Slot 2.3,Sentinel Slot 2.4,Sentinel Slot 2.5,Sentinel Slot 2.6,Trapmaster 1.1,Trapmaster 1.2,Trapmaster 1.3,Trapmaster 1.4,Trapmaster 1.5,Trapmaster 1.6,Trapmaster Slot 2.1,Trapmaster Slot 2.2,Trapmaster Slot 2.3,Trapmaster Slot 2.4,Trapmaster Slot 2.5,Trapmaster Slot 2.6
1161,Proconsul Zeno Pompeius,,,,,,,,,,,,,,,,,,,,,,,,,Bioreloader,Podiatric Nanobots,Harmonic Inferon,Breath III,Regenerative Plates,Rapid Regeneration,Breath I,Fortified Muscles,Extra Phalanges,Metamorphosis,Breath IV,Lightspeed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Armored Backpack,Fortify,Beefup,Guardian,Turtle Up,Praetorian,Beef,Aegis,Bulwark,Resolute,Warden,Reinforcing Plates,Blur,Cloaking Drone,Sophomore,Decoy,Sidestep,Brain Drain,Vanishing Act,Shadow of Darkness,Quick Thinker,Fog Trap,Revelation,Now You See Me...
996,Mirovan from Jorfell,Blood Sport,Chaos Surfer,Shadow of Darkness,Shadow of the Bat,Lethal Focus,Pandemonium,Blur,Vanishing Act,Meditation,Shadow of the Moon,Bedlam,Shadow of the Imp,,,,,,,,,,,,,,,,,,,,,,,,,Scent of Weakness,Sightsee,Forbidden Knowledge,Shardstorm Accelerant,Reinforcing Plates,Blast Armor,Muse,Overclock,Aegis,Quantum Core,Brain Drain,Fleeting Genius,,,,,,,,,,,,,,,,,,,,,,,,,Refreshing Jog,Powered Weapon,Whirlwind,Arm of Justice,Nanomedics,Breath IV,Order Armor,Breath II,Titan Blood,Healthy Habits,Steel Tornado,Hunter,,,,,,,,,,,,,,,,,,,,,,,,
820,"Joubert, Gambling Gunslinger",,,,,,,,,,,,,Anarchy,Chaos Surfer,Kabooooom!,Madhouse,Thrill of Battle,Heavy Hands,Enhanced Strength,Battle Roar,Drums of War,Micro Explosives,"Gym, Tan, Laundry",Brute,,,,,,,,,,,,,Scent of Weakness,Muse,Aegis,Quick Thinker,Quantum Core,Reinforcing Plates,Mainframe,Sightsee,Forbidden Knowledge,Brain Drain,Senior,Blast Armor,,,,,,,,,,,,,,,,,,,,,,,,,Order Armor,Picomedics,Exercise Regimen,Valor's Reward,Titan Blood,Steel Tornado,Powered Weapon,Breath I,Arm of Justice,Breath II,Room to Grow,Hunter,,,,,,,,,,,,,,,,,,,,,,,,
1722,"Bronvik, Mechforge Apostle",,,,,,,,,,,,,Frenzy,Anarchy,Titan's Force,Madhouse,Drums of War,Brute,Chaos Diver,Battle Roar,Thrill of Battle,Kabooooom!,War Cry,Primal Scream,Breath I,Podiatric Nanobots,Metamorphosis,Harvesting Sensors,Breath III,Accelerate,Mitosis,Flux,Extra Phalanges,Health Augment,Breath IV,Rapid Regeneration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Elemental Velocity,Vanishing Act,Quick Thinker,Sophomore,Fog Trap,Elemental Extraction,Shadow of Darkness,Freshman,Decoy,Fade Into The Night,Junior,Brain Drain
1581,Guardian Naevyra Alisariel,,,,,,,,,,,,,Enhanced Strength,Chaos Surfer,Kabooooom!,Drums of War,Micro Explosives,Heavy Hands,Durasteel Haft,Anarchy,Titan's Force,Madhouse,Seethe,Brute,Mitosis,Breath I,Harvesting Augment,Extra Phalanges,Reactive Healing,Accelerate,Fortified Muscles,Bioreloader,Nanomedics,Consume,Rapid Regeneration,Breath IV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Order Armor,Immovable,Bulwark,Resolute,Aegis,Warden,Fortify,Momentum,Royal Guard,Guardian,Turtle Up,Praetorian,,,,,,,,,,,,
2000,Mystertwisted Psilady Cassira Medina,,,,,,,,,,,,,Anarchy,Battle Roar,Kabooooom!,Titan's Force,Drums of War,Brute,Chaos Diver,Enhanced Strength,Thrill of Battle,Madhouse,Micro Explosives,Primal Scream,Breath I,Mitosis,Harvesting Augment,Reactive Healing,Nanomedics,Accelerate,Flux,Extract Essence,Extra Phalanges,Breath III,Lightspeed,Breath IV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fortify,Order Armor,Immovable,Aegis,Guardian,Turtle Up,Armored Backpack,Momentum,Planned Retreat,Resolute,Royal Guard,Warden,,,,,,,,,,,,
1279,Burneta the Beastmaster,,,,,,,,,,,,,,,,,,,,,,,,,Fortified Muscles,Extract Essence,Picomedics,Consume,Extra Phalanges,Lightspeed,Bioreloader,Flux,Podiatric Nanobots,Reactive Healing,Rapid Regeneration,Breath IV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Honor Guard,Order Armor,Guardian,Resolute,Planned Retreat,Turtle Up,Fortify,Combat Training,Beefup,Bulwark,Warden,Reinforcing Plates,Shadow of Darkness,Cloaking Drone,Freshman,Fog Trap,Revelation,Elemental Extraction,Blur,Elemental Velocity,Quick Thinker,Scouting Drones,Junior,Brain Drain
630,Elenara the Anomaly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Scent of Weakness,Mainframe,Deep Insights,Quick Thinker,Reinforcing Plates,Revelation,Fortify,Forbidden Knowledge,Aegis,Brain Drain,Blast Armor,Senior,,,,,,,,,,,,,Fragmenting Ammo,Exposed Weaknesses,Sharpshooter,Repositioning,Boots of the Dervish,Barbed Ammo,Sprinting Burst,Hyper Propulsion,Leg Day,High Velocity Shells,Speed Loader,Skedaddle,Breath I,Flex,Whirlwind,Valor's Reward,Hunter,Room to Grow,Order Armor,Breath II,Arm of Justice,Breath IV,Indomitable,Steel Tornado,,,,,,,,,,,,,,,,,,,,,,,,
1150,Elladan Lethiryn from Humid Isilriel,,,,,,,,,,,,,Chaos Diver,Anarchy,Drums of War,Micro Explosives,Thrill of Battle,Heavy Hands,Enhanced Strength,Frenzy,Madhouse,Seethe,Brute,Primal Scream,,,,,,,,,,,,,,,,,,,,,,,,,Shard Research,Dimension Shift,Pulsar,Opportunity Window,Cover Expert,Cheat Code,Moment,Sharder Mk II,Repositioning,Nimble,"Creighton, AI Advisor",Accelerate,,,,,,,,,,,,,,,,,,,,,,,,,Immovable,Combat Training,Honor Guard,Guardian,Resolute,Royal Guard,Order Armor,Armored Backpack,Planned Retreat,Beefup,Aegis,Turtle Up,,,,,,,,,,,,
2106,The Occult Psilady Caelira Celirion,Shadow of Darkness,Blur,Lethal Focus,Shadow of the Moon,Meditation,Pandemonium,Chaos Surfer,Vanishing Act,Bedlam,Shadow of the Bat,Leg Day,Shadow of the Imp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dimension Shift,Pulsar,Shard Research,Moment,Accelerate,Cheat Code,Sharder Mk II,Nimble,Time Warp,Shard Frenzy,"Creighton, AI Advisor",Marathoner,,,,,,,,,,,,,Order Armor,Breath II,Battle School Faculty,Healthy Habits,Room to Grow,Breath IV,Titan Blood,Whirlwind,Arm of Justice,Steel Tornado,Light's Avatar,Hunter,,,,,,,,,,,,,,,,,,,,,,,,
1336,Luciana Pheronides from Olymgestia,,,,,,,,,,,,,Anarchy,Chaos Diver,Kabooooom!,Drums of War,Micro Explosives,Primal Scream,Frenzy,Enhanced Strength,Titan's Force,Madhouse,Thrill of Battle,Brute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Order Armor,Armored Backpack,Honor Guard,Beef,Resolute,Royal Guard,Combat Training,Fortify,Immovable,Bulwark,Aegis,Turtle Up,Shadow of Darkness,Sophomore,Fade Into The Night,Sidestep,Revelation,Now You See Me...,Cloaking Drone,Decoy,Scouting Drones,Brain Drain,Junior,Blurring Movement
2144,Myrielle Astralynor from Biting Aranath,,,,,,,,,,,,,Enhanced Strength,Battle Roar,Madhouse,Kabooooom!,Micro Explosives,Primal Scream,Chaos Diver,Durasteel Haft,Drums of War,Seethe,Titan's Force,Brute,,,,,,,,,,,,,,,,,,,,,,,,,Haste,Fast Feet,Dimension Shift,Repositioning,Pulsar,"Creighton, AI Advisor",Sharder Mk I,Moment,Sharder Mk II,Shard Research,Nimble,Cheat Code,,,,,,,,,,,,,,,,,,,,,,,,,Beef,Honor Guard,Order Armor,Resolute,Beefup,Turtle Up,Fortify,Momentum,Guardian,Aegis,Praetorian,Reinforcing Plates,,,,,,,,,,,,
3012,Reverend Jorian,Vanishing Act,Chaos Surfer,Shadow of Darkness,Shadow of the Bat,Bedlam,Midnight Whisper,Twilight Blade,Blood Sport,Night Edge,Shadow of the Moon,Shadow of the Imp,Pandemonium,,,,,,,,,,,,,,,,,,,,,,,,,Fortify,Sightsee,Shardstorm Accelerant,Overclock,Blast Armor,Revelation,Immovable,Deep Insights,Quick Thinker,Forbidden Knowledge,Senior,Brain Drain,,,,,,,,,,,,,,,,,,,,,,,,,Powered Weapon,Breath I,Battle School Faculty,Arm of Justice,Room to Grow,Light's Avatar,Light's Touch,Order Armor,Breath II,Exercise Regimen,Breath IV,Hunter,,,,,,,,,,,,,,,,,,,,,,,,
1090,Decurio Titus Cendrianus,Vanishing Act,Chaos Diver,Blood Sport,Bedlam,Shadow of the Moon,Midnight Whisper,Shadow of Darkness,Blur,Lethal Focus,Shadow of the Bat,Leg Day,Shadow of the Imp,,,,,,,,,,,,,,,,,,,,,,,,,Sightsee,Scent of Weakness,Muse,Deep Insights,Brain Drain,Senior,Immovable,Mainframe,Quick Thinker,Forbidden Knowledge,Revelation,Blast Armor,,,,,,,,,,,,,Charged Ammo,Hyper Propulsion,Eagle Eye,Concealment,Boots of the Dervish,Skedaddle,Fragmenting Ammo,Hyper Ammo,High Velocity Shells,Repositioning,Speed Loader,Deadshot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
830,"Sombrelune, Apothecary Critic",,,,,,,,,,,,,Chaos Surfer,Enhanced Strength,Kabooooom!,Drums of War,War Cry,"Gym, Tan, Laundry",Frenzy,Anarchy,Titan's Force,Madhouse,Micro Explosives,Primal Scream,Picomedics,Mitosis,Breath III,Harvesting Augment,Rapid Regeneration,Accelerate,Fortified Muscles,Flux,Extra Phalanges,Health Augment,Lightspeed,Breath IV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Honor Guard,Order Armor,Beef,Guardian,Aegis,Warden,Momentum,Fortify,Immovable,Beefup,Praetorian,Turtle Up,,,,,,,,,,,,
1506,Reine Valerian Proulx,,,,,,,,,,,,,Chaos Diver,Durasteel Haft,Drums of War,War Cry,Titan's Force,Heavy Hands,Anarchy,Enhanced Strength,Madhouse,Micro Explosives,Brute,"Gym, Tan, Laundry",,,,,,,,,,,,,Immovable,Fortify,Quick Thinker,Shardstorm Accelerant,Quantum Core,Brain Drain,Muse,Aegis,Forbidden Knowledge,Deep Insights,Revelation,Blast Armor,,,,,,,,,,,,,,,,,,,,,,,,,Powered Weapon,Picomedics,The Guilty Flee,Titan Blood,Room to Grow,Breath IV,Order Armor,Refreshing Jog,Exercise Regimen,Arm of Justice,Hunter,Steel Tornado,,,,,,,,,,,,,,,,,,,,,,,,
96,Ilyareth Starfrost from Elenath,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Scent of Weakness,Fortify,Aegis,Shardstorm Accelerant,Reinforcing Plates,Revelation,Muse,Deep Insights,Quick Thinker,Senior,Blast Armor,Brain Drain,Sharder Mk I,Fast Travel,Shard Research,Moment,Accelerate,Marathoner,Haste,Sharder Mk II,Nimble,Opportunity Window,Cheat Code,Matrix Building,,,,,,,,,,,,,Breath I,Arm of Justice,Breath II,Valor's Reward,Hunter,Room to Grow,Titan Blood,Nanomedics,Whirlwind,Indomitable,Steel Tornado,Breath IV,,,,,,,,,,,,,,,,,,,,,,,,
1762,Sylvain Vernier from Douxenbrise,,,,,,,,,,,,,Chaos Diver,Anarchy,Micro Explosives,Seethe,Titan's Force,Heavy Hands,Enhanced Strength,Durasteel Haft,Kabooooom!,Drums of War,Madhouse,"Gym, Tan, Laundry",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Beef,Immovable,Momentum,Royal Guard,Beefup,Resolute,Fortify,Combat Training,Honor Guard,Aegis,Guardian,Warden,Cloaking Drone,Vanishing Act,Sidestep,Sophomore,Revelation,Brain Drain,Elemental Velocity,Shadow of Darkness,Scouting Drones,Decoy,Junior,Elemental Extraction
1658,"Pontifex Maximus, the Legatus from Eburarea",,,,,,,,,,,,,Enhanced Strength,Battle Roar,Madhouse,Drums of War,Brute,Primal Scream,Chaos Diver,Frenzy,Kabooooom!,Micro Explosives,"Gym, Tan, Laundry",Heavy Hands,,,,,,,,,,,,,Fortify,Muse,Forbidden Knowledge,Shardstorm Accelerant,Senior,Brain Drain,Mainframe,Overclock,Deep Insights,Aegis,Reinforcing Plates,Revelation,Haste,Pulsar,Cover Expert,Dimension Shift,Shard Research,Accelerate,Sharder Mk I,Nimble,Time Warp,Sharder Mk II,Repositioning,"Creighton, AI Advisor",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1853,The Chaotic Seigneur Noclaire,Chaos Diver,Blood Sport,Lethal Focus,Meditation,Bedlam,Shadow of the Imp,Blur,Vanishing Act,Shadow of the Bat,Sidestep,Pandemonium,Midnight Whisper,,,,,,,,,,,,,,,,,,,,,,,,,Mainframe,Muse,Immovable,Forbidden Knowledge,Quantum Core,Brain Drain,Fortify,Sightsee,Shardstorm Accelerant,Overclock,Revelation,Senior,,,,,,,,,,,,,,,,,,,,,,,,,Breath I,The Guilty Flee,Battle School Faculty,Titan Blood,Steel Tornado,Room to Grow,Powered Weapon,Arm of Justice,Breath II,Second Wind,Breath IV,Indomitable,,,,,,,,,,,,,,,,,,,,,,,,
852,"Edward Anouilh, Gamekeeper",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hyper Propulsion,Fragmenting Ammo,Fast Feet,High Velocity Shells,Barbed Ammo,Leg Day,Eagle Eye,Speed Loader,Repositioning,Boots of the Dervish,Concealment,Skedaddle,Powered Weapon,Light's Touch,Battle School Faculty,Gift of the Shards,Titan Blood,Room to Grow,Breath I,Flex,Nanomedics,Second Wind,Arm of Justice,Hunter,,,,,,,,,,,,,Blur,Quick Thinker,Sophomore,Fade Into The Night,Now You See Me...,Junior,Shadow of Darkness,Sidestep,Decoy,Freshman,Revelation,Elemental Extraction
2895,Daring Warbringer Payne,,,,,,,,,,,,,Enhanced Strength,Thrill of Battle,Madhouse,Titan's Force,War Cry,Brute,Durasteel Haft,Micro Explosives,Drums of War,Seethe,"Gym, Tan, Laundry",Primal Scream,,,,,,,,,,,,,Muse,Fortify,Quick Thinker,Shardstorm Accelerant,Brain Drain,Revelation,Scent of Weakness,Aegis,Deep Insights,Blast Armor,Reinforcing Plates,Senior,,,,,,,,,,,,,,,,,,,,,,,,,Breath I,Order Armor,Battle School Faculty,Breath II,Arm of Justice,Room to Grow,Light's Touch,Flex,Healthy Habits,Whirlwind,Hunter,Breath IV,,,,,,,,,,,,,,,,,,,,,,,,
3104,Otherworldly Tribune Emerian-Crispus,Chaos Surfer,Vanishing Act,Shadow of the Moon,Bedlam,Lethal Focus,Midnight Whisper,Blur,Shadow of Darkness,Meditation,Night Edge,Pandemonium,Shadow of the Imp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hyper Propulsion,Hypersonic Payload,Hyper Ammo,Sharpshooter,Barbed Ammo,Repositioning,Charged Ammo,Deadeye,Speed Loader,Resourceful,High Velocity Shells,Boots of the Dervish,Breath I,The Guilty Flee,Breath II,Arm of Justice,Whirlwind,Hunter,Powered Weapon,Cleansing Fire,Nanomedics,Battle School Faculty,Breath IV,Room to Grow,,,,,,,,,,,,,,,,,,,,,,,,
3222,Caerithra Shaw from the Western Snowfield,Twilight Blade,Chaos Diver,Meditation,Shadow of the Bat,Night Edge,Shadow of the Imp,Shadow of Darkness,Vanishing Act,Leg Day,Shadow of the Moon,Bedlam,Pandemonium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fragmenting Ammo,Eagle Eye,Repositioning,Boots of the Dervish,Fast Feet,Speed Loader,Hyper Ammo,Exposed Weaknesses,Barbed Ammo,Resourceful,High Velocity Shells,Skedaddle,Breath I,Refreshing Jog,Exercise Regimen,Whirlwind,Breath IV,Steel Tornado,Order Armor,Arm of Justice,Breath II,Indomitable,Hunter,Room to Grow,,,,,,,,,,,,,,,,,,,,,,,,
1491,Nicholas the Overclocked Captain,Chaos Diver,Shadow of Darkness,Twilight Blade,Shadow of the Bat,Bedlam,Shadow of the Imp,Blur,Blood Sport,Meditation,Leg Day,Lethal Focus,Pandemonium,,,,,,,,,,,,,Mitosis,Breath I,Harvesting Augment,Metamorphosis,Health Augment,Lightspeed,Extract Essence,Bioreloader,Breath III,Regenerative Plates,Breath IV,Rapid Regeneration,Muse,Immovable,Forbidden Knowledge,Aegis,Quick Thinker,Senior,Fortify,Sightsee,Deep Insights,Overclock,Shardstorm Accelerant,Revelation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443,Fael Winterwatch,Shadow of Darkness,Chaos Diver,Sidestep,Shadow of the Moon,Bedlam,Shadow of the Imp,Blur,Twilight Blade,Shadow of the Bat,Leg Day,Midnight Whisper,Pandemonium,,,,,,,,,,,,,,,,,,,,,,,,,Mainframe,Deep Insights,Quick Thinker,Aegis,Revelation,Quantum Core,Muse,Overclock,Forbidden Knowledge,Brain Drain,Blast Armor,Reinforcing Plates,,,,,,,,,,,,,Charged Ammo,Hyper Propulsion,Deadeye,Barbed Ammo,Boots of the Dervish,Repositioning,Fragmenting Ammo,Hyper Ammo,Hypersonic Payload,High Velocity Shells,Speed Loader,Skedaddle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1033,Cythera Wyrdsong the Otherworldly,Vanishing Act,Blur,Twilight Blade,Leg Day,Shadow of the Moon,Pandemonium,Shadow of Darkness,Chaos Surfer,Blood Sport,Bedlam,Lethal Focus,Shadow of the Imp,,,,,,,,,,,,,,,,,,,,,,,,,Mainframe,Muse,Overclock,Shardstorm Accelerant,Revelation,Reinforcing Plates,Sightsee,Forbidden Knowledge,Quick Thinker,Blast Armor,Brain Drain,Senior,Haste,Dimension Shift,Home Field Advantage,Time Warp,Shard Frenzy,Matrix Building,Flux,Sharder Mk II,Nimble,Shard Research,Accelerate,Cheat Code,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
994,"Renata Vanic, the Beastmaster of Instinct",,,,,,,,,,,,,Battle Roar,Enhanced Strength,Chaos Diver,Madhouse,Kabooooom!,Heavy Hands,Anarchy,Durasteel Haft,Drums of War,Micro Explosives,Titan's Force,Brute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Armored Backpack,Momentum,Resolute,Planned Retreat,Aegis,Praetorian,Beef,Fortify,Bulwark,Guardian,Turtle Up,Reinforcing Plates,Vanishing Act,Freshman,Decoy,Now You See Me...,Elemental Extraction,Revelation,Shadow of Darkness,Sophomore,Fade Into The Night,Blurring Movement,Brain Drain,Junior
1281,"Dolvoss, Scourge of Failed",,,,,,,,,,,,,Durasteel Haft,Anarchy,Madhouse,Kabooooom!,Micro Explosives,Brute,Chaos Surfer,Drums of War,Seethe,Titan's Force,Primal Scream,Heavy Hands,Fortified Muscles,Flux,Harvesting Sensors,Breath III,Regenerative Plates,Breath IV,Breath I,Extra Phalanges,Harvesting Augment,Nanomedics,Health Augment,Rapid Regeneration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Combat Training,Immovable,Fortify,Bulwark,Resolute,Turtle Up,Beef,Honor Guard,Royal Guard,Beefup,Aegis,Warden,,,,,,,,,,,,
1559,The Dreamlike Professor Shadestone,Shadow of Darkness,Chaos Diver,Meditation,Shadow of the Moon,Bedlam,Shadow of the Imp,Blur,Vanishing Act,Shadow of the Bat,Lethal Focus,Pandemonium,Midnight Whisper,,,,,,,,,,,,,Picomedics,Fortified Muscles,Breath III,Extra Phalanges,Accelerate,Breath IV,Bioreloader,Flux,Metamorphosis,Reactive Healing,Lightspeed,Rapid Regeneration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fortify,Order Armor,Royal Guard,Guardian,Aegis,Praetorian,Beef,Momentum,Beefup,Resolute,Turtle Up,Reinforcing Plates,,,,,,,,,,,,
3166,Decurio Kassandorix-Erevanor,Shadow of Darkness,Twilight Blade,Sidestep,Bedlam,Leg Day,Pandemonium,Chaos Diver,Blood Sport,Shadow of the Moon,Night Edge,Shadow of the Bat,Shadow of the Imp,,,,,,,,,,,,,Fortified Muscles,Bioreloader,Nanomedics,Extra Phalanges,Regenerative Plates,Breath IV,Breath I,Flux,Harvesting Augment,Breath III,Apotheosis,Accelerate,Sightsee,Muse,Aegis,Quick Thinker,Revelation,Brain Drain,Fortify,Scent of Weakness,Deep Insights,Forbidden Knowledge,Quantum Core,Reinforcing Plates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1523,"Godefroy, Dauphin of Philanthropy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Haste,Moment,Pulsar,Speedrun,Time Warp,Matrix Building,Nimble,Sharder Mk II,Shard Research,Opportunity Window,Accelerate,"Creighton, AI Advisor",,,,,,,,,,,,,Breath I,Second Wind,Arm of Justice,Breath II,Steel Tornado,Breath IV,Whirlwind,Nanomedics,Valor's Reward,Battle School Faculty,Room to Grow,Hunter,,,,,,,,,,,,,Cloaking Drone,Blur,Sophomore,Fog Trap,Revelation,Elemental Extraction,Elemental Velocity,Freshman,Quick Thinker,Sidestep,Junior,Brain Drain
500,"Lyra Sparklethorn, the Vortex Cartographer",,,,,,,,,,,,,Anarchy,Enhanced Strength,Seethe,Kabooooom!,Drums of War,War Cry,Chaos Surfer,Micro Explosives,Thrill of Battle,Titan's Force,Madhouse,Brute,,,,,,,,,,,,,,,,,,,,,,,,,Sharder Mk I,Fast Travel,Shard Research,Moment,Repositioning,Accelerate,Haste,Dimension Shift,Nimble,Speedrun,Marathoner,"Creighton, AI Advisor",,,,,,,,,,,,,Breath I,Flex,Arm of Justice,Breath II,Titan Blood,Steel Tornado,Powered Weapon,Second Wind,Gift of the Shards,Respect the Fallen,Room to Grow,Hunter,,,,,,,,,,,,,,,,,,,,,,,,
647,"Pollux, Generous Prophet-Coder",Vanishing Act,Blood Sport,Lethal Focus,Sidestep,Shadow of the Moon,Meditation,Shadow of Darkness,Night Edge,Leg Day,Shadow of the Bat,Bedlam,Shadow of the Imp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Haste,Moment,Pulsar,Home Field Advantage,Shard Research,Accelerate,Nimble,Sharder Mk II,Cover Expert,Speedrun,"Creighton, AI Advisor",Matrix Building,,,,,,,,,,,,,,,,,,,,,,,,,Honor Guard,Combat Training,Armored Backpack,Resolute,Turtle Up,Reinforcing Plates,Beef,Momentum,Beefup,Aegis,Praetorian,Warden,,,,,,,,,,,,
1745,Léandre Poirot the Champion of Pol,Twilight Blade,Blur,Sidestep,Bedlam,Shadow of the Moon,Pandemonium,Shadow of Darkness,Chaos Surfer,Meditation,Shadow of the Bat,Night Edge,Shadow of the Imp,,,,,,,,,,,,,,,,,,,,,,,,,Fortify,Forbidden Knowledge,Aegis,Quick Thinker,Revelation,Quantum Core,Immovable,Deep Insights,Shardstorm Accelerant,Overclock,Brain Drain,Senior,,,,,,,,,,,,,,,,,,,,,,,,,Powered Weapon,Order Armor,Battle School Faculty,Breath II,Arm of Justice,Breath IV,Breath I,Flex,Healthy Habits,Titan Blood,Nanomedics,Steel Tornado,,,,,,,,,,,,,,,,,,,,,,,,
2153,Caerith Starbloom the Haunting,,,,,,,,,,,,,,,,,,,,,,,,,Breath I,Extra Phalanges,Health Augment,Reactive Healing,Breath III,Breath IV,Picomedics,Harvesting Sensors,Consume,Harvesting Augment,Rapid Regeneration,Lightspeed,Scent of Weakness,Fortify,Quick Thinker,Forbidden Knowledge,Senior,Brain Drain,Immovable,Overclock,Shardstorm Accelerant,Deep Insights,Reinforcing Plates,Quantum Core,,,,,,,,,,,,,Hypersonic Payload,Exposed Weaknesses,Hyper Ammo,Sharpshooter,Repositioning,Speed Loader,Fragmenting Ammo,Marksman,Charged Ammo,High Velocity Shells,Boots of the Dervish,Barbed Ammo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321,"Aurore Laval, the East Farmer",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eagle Eye,Exposed Weaknesses,Fast Feet,Repositioning,Boots of the Dervish,Barbed Ammo,Fragmenting Ammo,Hyper Propulsion,Concealment,High Velocity Shells,Speed Loader,Skedaddle,,,,,,,,,,,,,Armored Backpack,Combat Training,Fortify,Guardian,Resolute,Turtle Up,Beef,Momentum,Honor Guard,Beefup,Aegis,Reinforcing Plates,Elemental Velocity,Blur,Sidestep,Quick Thinker,Freshman,Brain Drain,Shadow of Darkness,Vanishing Act,Sophomore,Fog Trap,Junior,Revelation
